date,ward_id,rainfall_mm,rainfall_intensity_mm_per_hr,forecast_lead_time_hours
01-06-2023,Ward_1,724.119819392968,30.171659141373667,6
01-06-2023,Ward_2,621.9466994593504,25.914445810806264,6
01-06-2023,Ward_3,93.15948217663016,3.8816450906929236,3
01-06-2023,Ward_4,268.3055469323392,11.179397788847467,3
01-06-2023,Ward_5,965.9290124665055,40.247042186104395,12
01-06-2023,Ward_6,389.98020218903457,16.249175091209775,6
01-06-2023,Ward_7,197.74984518514847,8.23957688271452,6
01-06-2023,Ward_8,132.24647035485395,5.5102695981189145,12
01-06-2023,Ward_9,57.356890891371286,2.389870453807137,6
01-06-2023,Ward_10,566.1578954458915,23.58991231024548,3
01-06-2023,Ward_11,87.32459696927967,3.6385248737199865,6
01-06-2023,Ward_12,133.25981848714417,5.55249243696434,12
01-06-2023,Ward_13,82.17810616001934,3.4240877566674723,3
01-06-2023,Ward_14,174.0693631999663,7.2528901333319284,3
01-06-2023,Ward_15,251.44061854727616,10.47669243946984,6
01-06-2023,Ward_16,172.08128662700238,7.170053609458433,0
01-06-2023,Ward_17,195.67204400198017,8.153001833415841,12
01-06-2023,Ward_18,103.67833046558604,4.319930436066085,0
01-06-2023,Ward_19,130.08703926921206,5.420293302883835,0
01-06-2023,Ward_20,179.0362187216676,7.45984244673615,12
02-06-2023,Ward_1,544.7448194165281,22.697700809022006,6
02-06-2023,Ward_2,663.7492823118607,27.65622009632753,12
02-06-2023,Ward_3,175.07154404220458,7.294647668425191,3
02-06-2023,Ward_4,281.9424047605154,11.747600198354808,6
02-06-2023,Ward_5,1168.2531078115965,48.67721282548319,3
02-06-2023,Ward_6,425.015211987132,17.7089671661305,12
02-06-2023,Ward_7,291.1784962268548,12.132437342785616,6
02-06-2023,Ward_8,128.87579368982793,5.369824737076164,0
02-06-2023,Ward_9,211.1157613689063,8.796490057037763,0
02-06-2023,Ward_10,753.9635491023406,31.415147879264193,12
02-06-2023,Ward_11,37.066628905953976,1.5444428710814155,0
02-06-2023,Ward_12,180.93788259235274,7.539078441348031,0
02-06-2023,Ward_13,90.00910351713779,3.750379313214075,0
02-06-2023,Ward_14,182.18514351529416,7.59104764647059,3
02-06-2023,Ward_15,141.32546215692554,5.888560923205231,0
02-06-2023,Ward_16,111.23890571765436,4.634954404902265,3
02-06-2023,Ward_17,97.98536214109126,4.082723422545469,0
02-06-2023,Ward_18,99.49359786868877,4.145566577862032,6
02-06-2023,Ward_19,158.01039909955247,6.58376662914802,12
02-06-2023,Ward_20,93.57618075447995,3.8990075314366646,6
03-06-2023,Ward_1,687.0420660827033,28.62675275344597,12
03-06-2023,Ward_2,615.7387126302482,25.65577969292701,3
03-06-2023,Ward_3,74.69042569384492,3.1121010705768715,3
03-06-2023,Ward_4,104.55249993955783,4.356354164148243,12
03-06-2023,Ward_5,1364.7697140496407,56.865404752068365,0
03-06-2023,Ward_6,428.8664054091672,17.8694335587153,12
03-06-2023,Ward_7,270.0717060226555,11.25298775094398,3
03-06-2023,Ward_8,127.2515550973426,5.302148129055942,12
03-06-2023,Ward_9,141.79930844694542,5.908304518622725,12
03-06-2023,Ward_10,751.5535347826998,31.314730615945823,12
03-06-2023,Ward_11,42.20966371821218,1.7587359882588407,6
03-06-2023,Ward_12,87.9510259071796,3.6646260794658168,0
03-06-2023,Ward_13,63.9648165116021,2.665200687983421,12
03-06-2023,Ward_14,149.25704421810877,6.219043509087866,0
03-06-2023,Ward_15,240.74134920276367,10.030889550115154,0
03-06-2023,Ward_16,111.32154410285655,4.638397670952356,3
03-06-2023,Ward_17,206.7775980361753,8.615733251507304,0
03-06-2023,Ward_18,176.31308890568747,7.346378704403644,6
03-06-2023,Ward_19,146.59738535447136,6.1082243897696396,0
03-06-2023,Ward_20,95.87124909235926,3.9946353788483027,6
04-06-2023,Ward_1,637.0278465010882,26.542826937545343,0
04-06-2023,Ward_2,663.1696647800352,27.632069365834802,12
04-06-2023,Ward_3,298.6266390440204,12.442776626834185,0
04-06-2023,Ward_4,106.67431024864011,4.444762927026671,12
04-06-2023,Ward_5,1022.187822478123,42.591159269921796,6
04-06-2023,Ward_6,415.4175663346216,17.309065263942568,0
04-06-2023,Ward_7,97.80593614878686,4.075247339532786,3
04-06-2023,Ward_8,70.35840703974525,2.9316002933227185,3
04-06-2023,Ward_9,131.91030854686846,5.496262856119519,0
04-06-2023,Ward_10,488.2153247264017,20.342305196933406,6
04-06-2023,Ward_11,78.13865380273025,3.255777241780427,0
04-06-2023,Ward_12,159.83149487466753,6.659645619777813,12
04-06-2023,Ward_13,28.14749819069629,1.1728124246123455,12
04-06-2023,Ward_14,177.71359608546385,7.404733170227661,3
04-06-2023,Ward_15,206.8995592645366,8.620814969355692,6
04-06-2023,Ward_16,74.70318270327442,3.112632612636434,3
04-06-2023,Ward_17,49.496095932578484,2.0623373305241035,0
04-06-2023,Ward_18,227.8531893418031,9.493882889241796,6
04-06-2023,Ward_19,135.19641040026946,5.633183766677894,0
04-06-2023,Ward_20,97.71411833283979,4.071421597201658,3
05-06-2023,Ward_1,659.1003243812623,27.46251351588593,0
05-06-2023,Ward_2,672.3910771056185,28.01629487940077,3
05-06-2023,Ward_3,308.05611707143106,12.835671544642961,6
05-06-2023,Ward_4,365.06714287614034,15.211130953172514,0
05-06-2023,Ward_5,1032.6168300431623,43.02570125179843,0
05-06-2023,Ward_6,388.7390470567401,16.197460294030837,6
05-06-2023,Ward_7,75.00871738089704,3.1253632242040434,6
05-06-2023,Ward_8,150.52980015705683,6.272075006544035,0
05-06-2023,Ward_9,137.07816965412587,5.711590402255244,6
05-06-2023,Ward_10,555.4507788243542,23.143782451014758,12
05-06-2023,Ward_11,124.23055314697466,5.176273047790611,6
05-06-2023,Ward_12,130.48538310213195,5.436890962588832,12
05-06-2023,Ward_13,59.853589014081024,2.493899542253376,0
05-06-2023,Ward_14,117.7745948520073,4.907274785500304,12
05-06-2023,Ward_15,250.0587407525918,10.419114198024658,0
05-06-2023,Ward_16,229.745959174102,9.572748298920917,0
05-06-2023,Ward_17,162.89005378401836,6.787085574334099,3
05-06-2023,Ward_18,223.58794071461668,9.316164196442362,6
05-06-2023,Ward_19,144.73433396655338,6.030597248606391,0
05-06-2023,Ward_20,106.93183106330801,4.455492960971167,0
06-06-2023,Ward_1,609.9126753596864,25.413028139986935,0
06-06-2023,Ward_2,658.6087263599171,27.442030264996546,0
06-06-2023,Ward_3,91.90297507916847,3.8292906282986863,0
06-06-2023,Ward_4,82.45695878425835,3.4357066160107648,6
06-06-2023,Ward_5,1118.7376633176914,46.61406930490381,0
06-06-2023,Ward_6,424.89921875611424,17.704134114838094,6
06-06-2023,Ward_7,203.43326631771708,8.476386096571545,6
06-06-2023,Ward_8,138.29955786827617,5.76248157784484,0
06-06-2023,Ward_9,150.894522301575,6.2872717625656245,6
06-06-2023,Ward_10,510.34799099155055,21.26449962464794,0
06-06-2023,Ward_11,58.060646751405855,2.4191936146419106,6
06-06-2023,Ward_12,98.33533355712945,4.0973055648803935,6
06-06-2023,Ward_13,127.89230900078904,5.32884620836621,6
06-06-2023,Ward_14,149.0771022085641,6.2115459253568375,0
06-06-2023,Ward_15,116.12630965286004,4.838596235535835,6
06-06-2023,Ward_16,63.20974330215574,2.633739304256489,3
06-06-2023,Ward_17,72.20482630274572,3.008534429281071,6
06-06-2023,Ward_18,185.31711537989943,7.721546474162476,3
06-06-2023,Ward_19,34.304874494835886,1.4293697706181618,12
06-06-2023,Ward_20,51.61896383946156,2.1507901599775647,6
07-06-2023,Ward_1,765.7048133628019,31.90436722345008,0
07-06-2023,Ward_2,668.8189723998298,27.86745718332624,0
07-06-2023,Ward_3,176.9578153846192,7.373242307692467,6
07-06-2023,Ward_4,125.26711389161883,5.219463078817451,6
07-06-2023,Ward_5,1204.307483272018,50.17947846966742,3
07-06-2023,Ward_6,398.6599570297353,16.61083154290564,6
07-06-2023,Ward_7,98.33724804640977,4.097385335267074,12
07-06-2023,Ward_8,140.13879586812965,5.839116494505403,12
07-06-2023,Ward_9,153.8132167532101,6.408884031383754,3
07-06-2023,Ward_10,691.4173520405712,28.8090563350238,0
07-06-2023,Ward_11,137.03457725574634,5.709774052322764,0
07-06-2023,Ward_12,74.20643160115429,3.0919346500480955,0
07-06-2023,Ward_13,76.44152828111606,3.1850636783798363,0
07-06-2023,Ward_14,106.78170885607501,4.449237869003126,3
07-06-2023,Ward_15,160.6215823942566,6.692565933094024,6
07-06-2023,Ward_16,218.52134464378014,9.105056026824172,0
07-06-2023,Ward_17,155.96614511365055,6.49858937973544,0
07-06-2023,Ward_18,230.18977066458018,9.591240444357508,6
07-06-2023,Ward_19,61.63832986449371,2.5682637443539047,0
07-06-2023,Ward_20,71.53609366985435,2.980670569577265,0
08-06-2023,Ward_1,748.9530601348522,31.206377505618843,12
08-06-2023,Ward_2,651.5741898042818,27.14892457517841,6
08-06-2023,Ward_3,73.38196072533178,3.0575816968888243,12
08-06-2023,Ward_4,121.10273085283882,5.045947118868284,3
08-06-2023,Ward_5,1373.5887219118122,57.232863412992174,6
08-06-2023,Ward_6,424.819186608952,17.700799442039667,6
08-06-2023,Ward_7,297.6373077248858,12.401554488536908,3
08-06-2023,Ward_8,155.7772536088839,6.490718900370163,6
08-06-2023,Ward_9,167.58560032592027,6.982733346913344,12
08-06-2023,Ward_10,562.0287360929866,23.417864003874442,0
08-06-2023,Ward_11,92.81780229791099,3.8674084290796245,3
08-06-2023,Ward_12,108.17535337276637,4.507306390531932,3
08-06-2023,Ward_13,129.77756760709974,5.407398650295823,6
08-06-2023,Ward_14,59.57903155332749,2.482459648055312,12
08-06-2023,Ward_15,147.47335512195576,6.1447231300814895,6
08-06-2023,Ward_16,263.3108313274064,10.971284638641933,0
08-06-2023,Ward_17,91.06288125111398,3.7942867187964158,0
08-06-2023,Ward_18,204.52287025797003,8.521786260748751,3
08-06-2023,Ward_19,148.3792303881471,6.182467932839463,0
08-06-2023,Ward_20,75.1331448461247,3.1305477019218624,12
09-06-2023,Ward_1,595.4737774460787,24.81140739358661,0
09-06-2023,Ward_2,662.1949246990149,27.59145519579229,12
09-06-2023,Ward_3,215.76598900758398,8.990249541982665,0
09-06-2023,Ward_4,110.77550424870435,4.615646010362681,6
09-06-2023,Ward_5,1105.8530715694956,46.077211315395644,0
09-06-2023,Ward_6,429.7565539170829,17.906523079878454,6
09-06-2023,Ward_7,217.51644500864722,9.063185208693634,0
09-06-2023,Ward_8,120.41790619879265,5.017412758283027,3
09-06-2023,Ward_9,138.46242395666042,5.76926766486085,6
09-06-2023,Ward_10,580.9720777736347,24.20716990723478,6
09-06-2023,Ward_11,103.16504268945326,4.298543445393886,3
09-06-2023,Ward_12,82.83715312150059,3.451548046729191,6
09-06-2023,Ward_13,38.24021826022715,1.5933424275094645,6
09-06-2023,Ward_14,180.51843133952963,7.521601305813734,3
09-06-2023,Ward_15,151.3099638038787,6.304581825161613,6
09-06-2023,Ward_16,67.27283920513976,2.803034966880823,12
09-06-2023,Ward_17,155.50065440554573,6.479193933564405,3
09-06-2023,Ward_18,86.27127964749974,3.5946366519791555,3
09-06-2023,Ward_19,78.62317667206702,3.275965694669459,6
09-06-2023,Ward_20,172.12911746289055,7.172046560953773,3
10-06-2023,Ward_1,555.3026935253831,23.137612230224295,6
10-06-2023,Ward_2,660.23973821484,27.509989092285,3
10-06-2023,Ward_3,193.01755281357202,8.042398033898834,0
10-06-2023,Ward_4,187.40280386986058,7.80845016124419,0
10-06-2023,Ward_5,1352.4869121222557,56.353621338427324,0
10-06-2023,Ward_6,413.2946760952259,17.220611503967746,3
10-06-2023,Ward_7,119.11515497346151,4.963131457227563,3
10-06-2023,Ward_8,104.01493968734002,4.333955820305834,12
10-06-2023,Ward_9,116.41365337679017,4.8505688906995905,0
10-06-2023,Ward_10,740.3427652482939,30.84761521867891,6
10-06-2023,Ward_11,102.80451160961977,4.28352131706749,12
10-06-2023,Ward_12,137.5617642963858,5.731740179016075,12
10-06-2023,Ward_13,96.36186249811739,4.015077604088225,3
10-06-2023,Ward_14,164.8647213264768,6.869363388603199,6
10-06-2023,Ward_15,272.795192652486,11.36646636052025,12
10-06-2023,Ward_16,65.44949514692787,2.7270622977886614,6
10-06-2023,Ward_17,134.86586864724157,5.619411193635066,6
10-06-2023,Ward_18,135.97322477644778,5.665551032351991,0
10-06-2023,Ward_19,45.52895307398625,1.8970397114160937,0
10-06-2023,Ward_20,121.5006269467971,5.062526122783212,0
11-06-2023,Ward_1,553.8315408229391,23.076314200955796,3
11-06-2023,Ward_2,673.7805818513261,28.07419091047192,6
11-06-2023,Ward_3,356.5712236094778,14.857134317061576,6
11-06-2023,Ward_4,81.55575702814113,3.3981565428392138,12
11-06-2023,Ward_5,1009.2848825872296,42.0535367744679,0
11-06-2023,Ward_6,432.6972595759851,18.029052482332713,6
11-06-2023,Ward_7,130.87126778735066,5.452969491139611,3
11-06-2023,Ward_8,65.77790708618743,2.7407461285911427,12
11-06-2023,Ward_9,137.86260144141073,5.74427506005878,12
11-06-2023,Ward_10,572.3992837215277,23.849970155063655,3
11-06-2023,Ward_11,52.21142019944362,2.1754758416434843,6
11-06-2023,Ward_12,154.32349220877774,6.430145508699073,6
11-06-2023,Ward_13,121.53958535112,5.06414938963,6
11-06-2023,Ward_14,131.57089242353956,5.482120517647481,3
11-06-2023,Ward_15,211.49353079432555,8.812230449763565,0
11-06-2023,Ward_16,114.06053109606879,4.752522129002866,6
11-06-2023,Ward_17,55.67567802048366,2.3198199175201526,0
11-06-2023,Ward_18,151.7037819420677,6.320990914252821,0
11-06-2023,Ward_19,132.0044406401912,5.500185026674634,12
11-06-2023,Ward_20,63.895008513245415,2.6622920213852255,3
12-06-2023,Ward_1,531.5036744706116,22.145986436275482,12
12-06-2023,Ward_2,636.2594568252343,26.51081070105143,12
12-06-2023,Ward_3,332.2483513688063,13.843681307033595,0
12-06-2023,Ward_4,289.828324925939,12.076180205247457,3
12-06-2023,Ward_5,1324.429464773063,55.184561032210965,3
12-06-2023,Ward_6,422.5311646044605,17.60546519185252,3
12-06-2023,Ward_7,190.72498877653945,7.94687453235581,3
12-06-2023,Ward_8,117.75580742405158,4.906491976002149,6
12-06-2023,Ward_9,125.04605449043223,5.210252270434676,3
12-06-2023,Ward_10,655.8619910845043,27.327582961854347,12
12-06-2023,Ward_11,77.64287191035018,3.2351196629312575,0
12-06-2023,Ward_12,74.5693433465562,3.107055972773175,12
12-06-2023,Ward_13,116.2323277264087,4.843013655267029,6
12-06-2023,Ward_14,171.45356570156991,7.143898570898747,12
12-06-2023,Ward_15,83.63356367835793,3.4847318199315804,6
12-06-2023,Ward_16,170.11869642576877,7.088279017740366,3
12-06-2023,Ward_17,141.96899451043635,5.915374771268182,6
12-06-2023,Ward_18,127.07057421929707,5.294607259137378,6
12-06-2023,Ward_19,136.13038212338256,5.67209925514094,6
12-06-2023,Ward_20,81.177528729301,3.3823970303875415,6
13-06-2023,Ward_1,489.07003519284797,20.377918133035333,12
13-06-2023,Ward_2,661.0203355396322,27.542513980818008,12
13-06-2023,Ward_3,88.08567415189742,3.6702364229957256,3
13-06-2023,Ward_4,174.64250571007412,7.276771071253088,3
13-06-2023,Ward_5,1430.417964353962,59.60074851474842,3
13-06-2023,Ward_6,405.94960633537994,16.91456693064083,12
13-06-2023,Ward_7,144.59332319610812,6.024721799837838,3
13-06-2023,Ward_8,45.7333870777153,1.9055577949048041,0
13-06-2023,Ward_9,196.75462869507223,8.198109528961343,0
13-06-2023,Ward_10,475.9988280418238,19.833284501742657,0
13-06-2023,Ward_11,145.1935867837376,6.049732782655734,3
13-06-2023,Ward_12,140.56041714798332,5.856684047832638,3
13-06-2023,Ward_13,77.74709960640506,3.2394624836002106,12
13-06-2023,Ward_14,164.6704647230109,6.861269363458788,12
13-06-2023,Ward_15,188.5311814610924,7.855465894212183,6
13-06-2023,Ward_16,161.5356008340069,6.730650034750288,12
13-06-2023,Ward_17,181.77053813608333,7.5737724223368055,0
13-06-2023,Ward_18,229.3325037200175,9.555520988334063,12
13-06-2023,Ward_19,89.57684909407867,3.732368712253278,6
13-06-2023,Ward_20,120.65524990475132,5.027302079364638,12
14-06-2023,Ward_1,480.6545456485785,20.02727273535744,3
14-06-2023,Ward_2,624.9335963903092,26.038899849596216,0
14-06-2023,Ward_3,124.69207401319977,5.195503083883324,6
14-06-2023,Ward_4,162.65807848067323,6.777419936694718,12
14-06-2023,Ward_5,1136.5430637356158,47.355960988983995,0
14-06-2023,Ward_6,394.91636421773387,16.454848509072246,12
14-06-2023,Ward_7,109.98733851328632,4.58280577138693,6
14-06-2023,Ward_8,145.89715519877362,6.079048133282234,6
14-06-2023,Ward_9,165.14553444119042,6.8810639350496015,3
14-06-2023,Ward_10,522.2369710102645,21.759873792094353,6
14-06-2023,Ward_11,35.29985349421717,1.4708272289257154,0
14-06-2023,Ward_12,159.3327423572131,6.638864264883879,6
14-06-2023,Ward_13,71.66400995072678,2.9860004146136156,6
14-06-2023,Ward_14,51.95397400623347,2.1647489169263947,3
14-06-2023,Ward_15,80.12653982722543,3.3386058261343927,12
14-06-2023,Ward_16,113.88572115146697,4.745238381311124,3
14-06-2023,Ward_17,116.32635918432466,4.846931632680194,0
14-06-2023,Ward_18,187.44044793791196,7.8100186640796645,0
14-06-2023,Ward_19,60.194026064427476,2.5080844193511447,0
14-06-2023,Ward_20,191.49405705355485,7.978919043898118,3
15-06-2023,Ward_1,488.452780610756,20.352199192114835,0
15-06-2023,Ward_2,639.0214921414176,26.6258955058924,0
15-06-2023,Ward_3,312.12158180616143,13.00506590859006,3
15-06-2023,Ward_4,286.941920374283,11.955913348928458,0
15-06-2023,Ward_5,1009.7203872485559,42.07168280202316,12
15-06-2023,Ward_6,426.02001916320467,17.750834131800193,6
15-06-2023,Ward_7,264.213011640322,11.008875485013418,12
15-06-2023,Ward_8,203.98148128175518,8.4992283867398,6
15-06-2023,Ward_9,136.38372321404208,5.68265513391842,0
15-06-2023,Ward_10,589.8123819468587,24.57551591445245,12
15-06-2023,Ward_11,82.54176729042047,3.4392403037675194,12
15-06-2023,Ward_12,156.78052840984742,6.5325220170769756,0
15-06-2023,Ward_13,105.63386880187409,4.401411200078087,3
15-06-2023,Ward_14,66.80861902629482,2.783692459428951,6
15-06-2023,Ward_15,66.83111448116765,2.7846297700486518,12
15-06-2023,Ward_16,160.18444268422712,6.674351778509463,6
15-06-2023,Ward_17,211.07327599077217,8.794719832948841,0
15-06-2023,Ward_18,154.81128695326825,6.450470289719511,3
15-06-2023,Ward_19,35.97378704071266,1.4989077933630275,3
15-06-2023,Ward_20,159.8356210458381,6.659817543576588,12
16-06-2023,Ward_1,470.8895834085523,19.62039930868968,6
16-06-2023,Ward_2,639.5087122154298,26.646196342309576,12
16-06-2023,Ward_3,115.91083966120368,4.82961831921682,6
16-06-2023,Ward_4,237.4741451743586,9.894756048931608,0
16-06-2023,Ward_5,1034.4241174296235,43.101004892900974,12
16-06-2023,Ward_6,408.00735251853337,17.00030635493889,0
16-06-2023,Ward_7,166.77945113288484,6.949143797203535,0
16-06-2023,Ward_8,200.8988250245641,8.370784376023504,12
16-06-2023,Ward_9,50.98255736630285,2.124273223595952,3
16-06-2023,Ward_10,633.7300811365303,26.405420047355427,0
16-06-2023,Ward_11,94.09216308230074,3.9205067950958643,12
16-06-2023,Ward_12,91.20848043706135,3.8003533515442234,3
16-06-2023,Ward_13,41.23894491896456,1.7182893716235235,3
16-06-2023,Ward_14,108.37364145950399,4.515568394145999,0
16-06-2023,Ward_15,164.57423605475765,6.857259835614903,6
16-06-2023,Ward_16,168.32415293313937,7.01350637221414,3
16-06-2023,Ward_17,208.47390961212054,8.686412900505022,0
16-06-2023,Ward_18,169.31882130091128,7.05495088753797,12
16-06-2023,Ward_19,116.8249732437815,4.867707218490896,3
16-06-2023,Ward_20,82.45831314286121,3.4357630476192176,6
17-06-2023,Ward_1,665.7987846851738,27.74161602854891,0
17-06-2023,Ward_2,641.4905013788166,26.728770890784023,0
17-06-2023,Ward_3,271.8411179005062,11.326713245854426,6
17-06-2023,Ward_4,180.53310961158297,7.522212900482623,0
17-06-2023,Ward_5,972.6537462630823,40.52723942762843,3
17-06-2023,Ward_6,431.429160990028,17.976215041251166,12
17-06-2023,Ward_7,138.21598889857313,5.7589995374405465,3
17-06-2023,Ward_8,119.88041443018368,4.99501726792432,12
17-06-2023,Ward_9,62.45110528098783,2.6021293867078263,3
17-06-2023,Ward_10,570.3273544537296,23.7636397689054,0
17-06-2023,Ward_11,120.07800997672925,5.003250415697052,12
17-06-2023,Ward_12,210.70004412083665,8.77916850503486,0
17-06-2023,Ward_13,83.70977750487901,3.4879073960366256,12
17-06-2023,Ward_14,139.01454720205885,5.792272800085786,3
17-06-2023,Ward_15,236.4887633838995,9.853698474329146,3
17-06-2023,Ward_16,126.13502666699954,5.255626111124981,0
17-06-2023,Ward_17,160.8264870917026,6.701103628820942,0
17-06-2023,Ward_18,137.23857015810492,5.718273756587705,6
17-06-2023,Ward_19,50.1093141358378,2.0878880889932416,6
17-06-2023,Ward_20,129.33676973379073,5.389032072241281,0
18-06-2023,Ward_1,541.5950059381021,22.566458580754254,3
18-06-2023,Ward_2,677.2901836520473,28.220424318835306,6
18-06-2023,Ward_3,222.15338233641376,9.256390930683907,6
18-06-2023,Ward_4,210.01570851640116,8.750654521516715,3
18-06-2023,Ward_5,1334.9587643112432,55.62328184630179,6
18-06-2023,Ward_6,419.7639490896121,17.490164545400503,0
18-06-2023,Ward_7,201.72464097918737,8.405193374132807,3
18-06-2023,Ward_8,63.65704460278681,2.6523768584494505,12
18-06-2023,Ward_9,105.32569055738651,4.3885704398911045,0
18-06-2023,Ward_10,506.58169862884324,21.1075707762018,6
18-06-2023,Ward_11,134.37082401191185,5.598784333829661,12
18-06-2023,Ward_12,207.54424592378132,8.647676913490889,3
18-06-2023,Ward_13,93.16199958496873,3.88174998270703,12
18-06-2023,Ward_14,54.315156784878106,2.2631315327032544,12
18-06-2023,Ward_15,283.59254958035444,11.816356232514769,12
18-06-2023,Ward_16,206.8869705179921,8.62029043824967,0
18-06-2023,Ward_17,210.27215997346875,8.761339998894531,6
18-06-2023,Ward_18,115.2736560330255,4.803069001376063,3
18-06-2023,Ward_19,134.6704557784121,5.611268990767171,12
18-06-2023,Ward_20,112.96462312040447,4.706859296683519,6
19-06-2023,Ward_1,569.4344075283885,23.72643364701619,0
19-06-2023,Ward_2,648.6594676332528,27.0274778180522,0
19-06-2023,Ward_3,246.93382499702676,10.288909374876114,6
19-06-2023,Ward_4,298.6500090031858,12.443750375132742,3
19-06-2023,Ward_5,1356.6881347370584,56.528672280710765,0
